Adrian Peterson*+,MIN,RB,27,16,16,0,0,0,0,0,348,2097,6.03,12,51,40,217,5.43,1,4,2,13,1,0,307,347.4,355.4,327.4,177,1,1
Doug Martin*,TAM,RB,23,16,16,0,0,0,0,0,319,1454,4.56,11,70,49,472,9.63,1,1,1,12,0,0,263,311.6,318.6,287.1,132,2,2
Arian Foster*,HOU,RB,26,16,16,0,0,0,0,0,351,1424,4.06,15,58,40,217,5.43,2,3,2,17,0,0,262,302.1,310.1,282.1,132,3,3
Marshawn Lynch*+,SEA,RB,26,16,15,0,0,0,0,0,315,1590,5.05,11,30,23,196,8.52,1,5,2,12,0,0,247,269.6,277.6,258.1,116,4,4
Alfred Morris,WAS,RB,24,16,16,0,0,0,0,0,335,1613,4.81,13,16,11,77,7.00,0,4,3,13,0,0,241,252.0,258.0,246.5,111,5,5
Calvin Johnson*+,DET,WR,27,16,16,0,0,0,0,0,0,0,0,0,204,122,1964,16.10,5,3,3,5,0,0,220,342.4,348.4,281.4,102,1,6
Brandon Marshall*+,CHI,WR,28,16,16,0,0,0,0,0,1,-2,-2.00,0,192,118,1508,12.78,11,2,0,11,0,0,217,334.6,337.6,275.6,98,2,7
Drew Brees*,NOR,QB,33,16,16,422,670,5177,43,19,15,5,0.33,1,0,0,0,0,0,5,1,1,0,0,346,345.6,368.6,364.6,95,1,8
Aaron Rodgers*,GNB,QB,29,16,16,371,552,4295,39,8,54,259,4.80,2,1,1,-1,-1.00,0,5,4,2,0,1,344,344.6,362.6,352.1,93,2,9
Ray Rice*,BAL,RB,25,16,16,0,0,0,0,0,257,1143,4.45,9,83,61,478,7.84,1,1,0,10,0,0,222,283.1,289.1,252.6,92,6,10
Tom Brady*,NWE,QB,35,16,16,401,637,4827,34,8,23,32,1.39,4,0,0,0,0,0,2,0,4,0,0,340,340.3,351.3,348.3,90,3,11
Dez Bryant,DAL,WR,24,16,14,0,0,0,0,0,2,-5,-2.50,0,138,92,1382,15.02,12,5,2,12,1,0,208,299.7,304.7,253.7,89,3,12
A.J. Green*,CIN,WR,24,16,16,0,0,0,0,0,4,38,9.50,0,164,97,1350,13.92,11,2,1,11,0,0,203,299.8,303.8,251.3,84,4,13
C.J. Spiller*,BUF,RB,25,16,9,0,0,0,0,0,207,1244,6.01,6,57,43,459,10.67,2,3,3,8,0,0,212,255.3,264.3,233.8,82,7,14
Demaryius Thomas*,DEN,WR,25,16,16,0,0,0,0,0,0,0,0,0,143,94,1434,15.26,10,3,3,10,0,0,197,291.4,297.4,244.4,79,5,15
Jamaal Charles*,KAN,RB,26,16,15,0,0,0,0,0,285,1509,5.29,5,49,35,236,6.74,1,5,3,6,0,0,205,239.5,248.5,222.0,74,8,16
Trent Richardson,CLE,RB,22,15,15,0,0,0,0,0,267,950,3.56,11,70,51,367,7.20,1,3,0,12,0,0,204,254.7,260.7,229.2,73,9,17
Cam Newton,CAR,QB,23,16,16,280,485,3869,19,12,127,741,5.83,8,1,0,6,0,0,10,3,8,0,0,323,323.5,344.5,335.5,73,4,18
Vincent Jackson*,TAM,WR,29,16,16,0,0,0,0,0,0,0,0,0,147,72,1384,19.22,8,0,0,8,1,0,188,260.4,263.4,224.4,70,6,19
Stevan Ridley,NWE,RB,23,16,12,0,0,0,0,0,290,1263,4.36,12,14,6,51,8.50,0,4,2,12,0,0,199,205.4,210.4,202.4,69,10,20
Andre Johnson*,HOU,WR,31,16,16,0,0,0,0,0,0,0,0,0,162,112,1598,14.27,4,0,0,4,0,0,186,295.8,298.8,239.8,67,7,21
Robert Griffin*,WAS,QB,22,15,15,258,393,3200,20,5,120,815,6.79,7,1,0,0,0,0,12,2,7,0,0,318,317.5,330.5,322.5,67,5,22
Frank Gore*,SFO,RB,29,16,16,0,0,0,0,0,258,1214,4.71,8,36,28,234,8.36,1,3,1,10,0,0,197,224.8,237.8,216.8,66,11,23
Eric Decker,DEN,WR,25,16,15,0,0,0,0,0,0,0,0,0,122,85,1064,12.52,13,0,0,13,0,0,184,269.4,272.4,226.9,66,8,24
Julio Jones*,ATL,WR,23,16,15,0,0,0,0,0,6,30,5.00,0,128,79,1198,15.16,10,0,0,10,0,0,183,261.8,264.8,222.3,64,9,25
Peyton Manning*+,DEN,QB,36,16,16,400,583,4659,37,11,23,6,0.26,0,0,0,0,0,0,2,2,0,0,1,311,311.0,327.0,322.0,60,6,26
Roddy White,ATL,WR,31,16,15,0,0,0,0,0,0,0,0,0,142,92,1351,14.68,7,1,0,7,0,0,177,269.1,272.1,223.1,59,10,27
Jimmy Graham,NOR,TE,26,15,9,0,0,0,0,0,0,0,0,0,135,85,982,11.55,9,1,0,9,0,0,152,237.2,240.2,194.7,56,1,28
Matt Ryan*,ATL,QB,27,16,16,422,615,4719,32,14,34,141,4.15,1,0,0,0,0,0,3,2,1,0,0,305,304.9,326.9,318.9,54,7,29
Wes Welker*,NWE,WR,31,16,12,0,0,0,0,0,2,20,10.00,0,174,118,1354,11.47,6,3,1,6,0,0,171,289.4,293.4,230.4,53,11,30
Marques Colston,NOR,WR,29,16,13,0,0,0,0,0,0,0,0,0,130,83,1154,13.90,10,4,2,10,0,0,171,254.4,259.4,212.9,53,12,31
Victor Cruz*,NYG,WR,26,16,16,0,0,0,0,0,0,0,0,0,143,86,1092,12.70,10,0,0,10,0,0,169,255.2,258.2,212.2,51,13,32
Rob Gronkowski*,NWE,TE,23,11,11,0,0,0,0,0,0,0,0,0,79,55,790,14.36,11,1,1,11,0,0,143,198.0,202.0,170.5,47,2,33
Matt Forte,CHI,RB,27,15,15,0,0,0,0,0,248,1094,4.41,5,59,44,340,7.73,1,2,1,6,0,0,177,221.4,228.4,199.4,47,12,34
Michael Crabtree,SFO,WR,25,16,16,0,0,0,0,0,1,8,8.00,0,127,85,1105,13.00,9,0,0,9,0,0,165,250.3,253.3,207.8,47,14,35
Tony Gonzalez*+,ATL,TE,36,16,16,0,0,0,0,0,0,0,0,0,124,93,930,10.00,8,0,0,8,0,0,141,234.0,237.0,187.5,45,3,36
Chris Johnson,TEN,RB,27,16,15,0,0,0,0,0,276,1243,4.50,6,49,36,232,6.44,0,5,4,6,0,0,176,211.5,221.5,193.5,45,13,37
