Tom Brady*+,NWE,QB,30,16,16,398,578,4806,50,8,37,98,2.65,2,0,0,0,0,0,6,0,2,0,0,398,392.0,406.0,400.0,180,1,1
LaDainian Tomlinson*+,SDG,RB,28,16,16,1,1,17,1,0,315,1474,4.68,15,86,60,475,7.92,3,0,0,18,0,0,308,367.6,373.6,337.6,174,1,2
Randy Moss*+,NWE,WR,30,16,16,0,0,0,0,0,0,0,0,0,160,98,1493,15.23,23,0,0,23,0,0,287,385.3,388.3,336.3,165,1,3
Brian Westbrook*+,PHI,RB,28,15,15,0,0,0,0,0,278,1333,4.79,7,118,90,771,8.57,5,2,0,12,0,0,282,370.4,377.4,325.4,149,2,4
Adrian Peterson*,MIN,RB,22,14,9,0,0,0,0,0,238,1341,5.63,12,28,19,268,14.11,1,4,0,13,0,0,239,253.9,261.9,244.4,106,3,5
Terrell Owens*+,DAL,WR,34,15,15,0,0,0,0,0,1,5,5.00,0,141,81,1355,16.73,15,0,0,15,0,0,226,307.0,310.0,266.5,104,2,6
Braylon Edwards*,CLE,WR,24,16,16,0,0,0,0,0,0,0,0,0,154,80,1289,16.11,16,3,0,16,0,0,225,301.9,306.4,261.9,103,3,7
Clinton Portis,WAS,RB,26,16,16,1,1,15,1,0,325,1262,3.88,11,60,47,389,8.28,0,6,0,11,0,0,236,276.7,285.7,253.2,103,4,8
Joseph Addai*,IND,RB,24,15,15,0,0,0,0,0,261,1072,4.11,12,48,41,364,8.88,3,0,0,15,1,0,236,276.6,282.6,256.1,103,5,9
Reggie Wayne*,IND,WR,29,16,16,0,0,0,0,0,1,4,4.00,0,156,104,1510,14.52,10,3,0,10,0,0,211,312.4,316.9,260.4,89,4,10
Jamal Lewis,CLE,RB,28,15,15,0,0,0,0,0,298,1304,4.38,9,39,30,248,8.27,2,4,0,11,0,0,221,247.2,255.2,232.2,88,6,11
Tony Romo*,DAL,QB,27,16,16,335,520,4211,36,19,31,129,4.16,2,0,0,0,0,0,10,0,2,0,0,299,289.3,319.3,308.3,81,2,12
Larry Fitzgerald*,ARI,WR,24,15,15,0,0,0,0,0,0,0,0,0,167,100,1409,14.09,10,3,0,10,0,0,201,297.9,302.4,247.9,79,5,13
Jason Witten*+,DAL,TE,25,16,16,0,0,0,0,0,0,0,0,0,141,96,1145,11.93,7,1,0,7,0,0,157,251.5,255.0,203.5,78,1,14
Chad Johnson*,CIN,WR,29,16,16,0,0,0,0,0,6,47,7.83,0,161,93,1440,15.48,8,2,0,8,0,0,197,287.7,291.7,241.2,75,6,15
Antonio Gates*,SDG,TE,27,16,16,0,0,0,0,0,0,0,0,0,117,75,984,13.12,9,0,0,9,0,0,152,227.4,230.4,189.9,74,2,16
Tony Gonzalez*,KAN,TE,31,16,16,0,0,0,0,0,0,0,0,0,153,99,1172,11.84,5,0,0,5,0,0,147,246.2,249.2,196.7,69,3,17
T.J. Houshmandzadeh*,CIN,WR,30,16,15,0,0,0,0,0,5,14,2.80,0,169,112,1143,10.21,12,2,0,12,0,0,188,297.7,301.7,241.7,66,7,18
